id,title,year,type,rated,runtime_min,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,rt_score,metacritic_score,mcu_phase,universe,decade,age_years,is_animated,is_tv_series,is_mcu_canon,tmdb_genres,tmdb_rating,tmdb_votes,popularity,top5_cast,directors,producers,composer,tmdb_keywords,production_countries,spoken_languages,episode_count,season_count,status,tagline,revenue_log,budget_log,box_office_log,document,cast_count,top_actor,IMDb,Metacritic,Rotten Tomatoes,TMDB
143,Loki,2023,movie,Unknown,117.0,Short,Craig Wyhoon,Craig Wyhoon,Craig Wyhoon,Unknown,English,Australia,17 wins,6.75,12.664111228245407,76.0,64.0,Phase 5/6,MCU,2020s,2,0,0,1,Documentary,7.595,3.091042453358316,0.9235,"Tom Hiddleston, Owen Wilson, Eric Martin, Justin Benson, Aaron Moorhead",Brad Baruh,Unknown,Unknown,"behind the scenes, making of, marvel cinematic universe (mcu)",United States of America,English,0.0,0.0,Released,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Loki
Year: 2023
Universe: MCU
MCU Phase: Phase 5/6
Type: movie
Rated: N/A
Runtime: 6 minutes
Genre: Short
Director: Craig Wyhoon
Writer: Craig Wyhoon
Cast: Craig Wyhoon
Top 5 Cast: Tom Hiddleston, Owen Wilson, Eric Martin, Justin Benson, Aaron Moorhead
Plot: N/A
Tagline: 
Keywords: behind the scenes, making of, marvel cinematic universe (mcu)
IMDb Rating: N/A
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 7.595
Box Office: N/A
Budget: 0
Revenue: 0
Awards: 17 wins
Collection: N/A
Country: Australia
Language: English",15.0,Tom Hiddleston,6.564705882352942,6.004166666666666,6.603846153846154,7.595
144,What If...?,2023,movie,Unknown,117.0,"Short, Comedy",Unknown,Unknown,Unknown,"After a party, the young drunk couple Anna and Richard break into Richard's new flat after having lost the key, but an encounter with a stranger raises doubts if it's really the right apartment.",English,Germany,Unknown,6.75,12.664111228245407,76.0,64.0,Phase 5/6,MCU,2020s,2,1,0,1,"Drama, Romance",6.2,1.6094379124341003,0.5586,"Alessandra de Rossi, JM de Guzman, Chard Ocampo, Ana Abad Santos, Nicole Omillo",Manny Palo,Unknown,Unknown,honeymoon,Philippines,"English, Tagalog",0.0,0.0,Released,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: What If...?
Year: 2023
Universe: MCU
MCU Phase: Phase 5/6
Type: movie
Rated: N/A
Runtime: N/A minutes
Genre: Short, Comedy
Director: N/A
Writer: N/A
Cast: N/A
Top 5 Cast: Alessandra de Rossi, JM de Guzman, Chard Ocampo, Ana Abad Santos, Nicole Omillo
Plot: After a party, the young drunk couple Anna and Richard break into Richard's new flat after having lost the key, but an encounter with a stranger raises doubts if it's really the right apartment.
Tagline: 
Keywords: honeymoon
IMDb Rating: N/A
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 6.2
Box Office: N/A
Budget: 0
Revenue: 0
Awards: N/A
Collection: N/A
Country: Germany
Language: English",10.0,Alessandra de Rossi,6.564705882352942,6.004166666666666,6.603846153846154,6.2
145,Echo,2024,movie,Unknown,117.0,"Short, Drama",Sandeep Raj,"Priyanka Nomula, Sandeep Raj","Priyanka Nomula, Dinesh Kumar, Bhanushree Judhala","Four individuals face personal struggles-Varun seeks acceptance, Priya navigates cultural tensions, Giri fights for recognition, and Bhanu defies body shaming. Their paths cross, revealing the power of resilience.",English,Australia,2 wins total,6.75,12.664111228245407,76.0,64.0,Phase 5/6,MCU,2020s,1,0,0,1,Documentary,7.0,0.6931471805599453,0.1325,"Anna Buczak, Bartłomiej Krysiak, Anna Prokop",Emi Buchwald,"Ewa Jastrzębska, Jerzy Kapuściński",Unknown,"therapy, speech disorder",Poland,Polish,0.0,0.0,Released,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Echo
Year: 2024
Universe: MCU
MCU Phase: Phase 5/6
Type: movie
Rated: N/A
Runtime: N/A minutes
Genre: Short, Drama
Director: Sandeep Raj
Writer: Priyanka Nomula, Sandeep Raj
Cast: Priyanka Nomula, Dinesh Kumar, Bhanushree Judhala
Top 5 Cast: Anna Buczak, Bartłomiej Krysiak, Anna Prokop
Plot: Four individuals face personal struggles-Varun seeks acceptance, Priya navigates cultural tensions, Giri fights for recognition, and Bhanu defies body shaming. Their paths cross, revealing the power of resilience.
Tagline: 
Keywords: therapy, speech disorder
IMDb Rating: N/A
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 7.0
Box Office: N/A
Budget: 0
Revenue: 0
Awards: 2 wins total
Collection: N/A
Country: Australia
Language: English",3.0,Anna Buczak,6.564705882352942,6.004166666666666,6.603846153846154,7.0
146,X-Men '97,2024,series,TV-14,117.0,"Animation, Action, Adventure",Unknown,Beau DeMayo,"George Buza, Cal Dodd, Holly Chou","A band of mutants use their uncanny gifts to protect a world that hates and fears them; they're challenged like never before, forced to face a dangerous and unexpected new future.",English,"United States, South Korea",Nominated for 1 Primetime Emmy. 6 wins & 15 nominations total,8.7,10.822594315669765,76.0,64.0,Phase 5/6,Fox / X-Men,2020s,1,1,1,0,Documentary,5.8,2.6390573296152584,1.0795,"Brad Winderbaum, Dana Vasquez-Eberhardt, Jake Castorena, Jeremy Polgar, Chase Conley",Brad Baruh,Unknown,Unknown,"superhero, behind the scenes, making of, voice acting",United States of America,"English, Spanish",0.0,0.0,Released,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: X-Men '97
Year: 2024
Universe: Fox / X-Men
MCU Phase: Phase 5/6
Type: series
Rated: TV-14
Runtime: N/A minutes
Genre: Animation, Action, Adventure
Director: N/A
Writer: Beau DeMayo
Cast: George Buza, Cal Dodd, Holly Chou
Top 5 Cast: Brad Winderbaum, Dana Vasquez-Eberhardt, Jake Castorena, Jeremy Polgar, Chase Conley
Plot: A band of mutants use their uncanny gifts to protect a world that hates and fears them; they're challenged like never before, forced to face a dangerous and unexpected new future.
Tagline: 
Keywords: superhero, behind the scenes, making of, voice acting
IMDb Rating: 8.7
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 5.8
Box Office: N/A
Budget: 0
Revenue: 0
Awards: Nominated for 1 Primetime Emmy. 6 wins & 15 nominations total
Collection: N/A
Country: United States, South Korea
Language: English",15.0,Brad Winderbaum,8.7,6.004166666666666,6.603846153846154,5.8
147,Deadpool & Wolverine,2024,movie,R,128.0,"Action, Adventure, Comedy",Shawn Levy,"Ryan Reynolds, Rhett Reese, Paul Wernick","Ryan Reynolds, Hugh Jackman, Emma Corrin","Deadpool is offered a place in the Marvel Cinematic Universe by the Time Variance Authority, but instead recruits a variant of Wolverine to save his universe from extinction.","English, French, Spanish","United States, Canada",31 wins & 71 nominations total,7.5,13.244593399432361,77.0,56.0,Phase 5/6,MCU,2020s,1,0,0,1,"Action, Comedy, Science Fiction",7.574,9.079092085366229,34.7315,"Ryan Reynolds, Hugh Jackman, Emma Corrin, Matthew Macfadyen, Dafne Keen",Shawn Levy,"Ryan Reynolds, Lauren Shuler Donner, Shawn Levy",Rob Simonsen,"hero, superhero, anti hero, mutant, breaking the fourth wall, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), mutants, superhero teamup",United States of America,English,0.0,0.0,Released,Come together.,21.014496838991214,19.11382792951231,20.271881168465434,"Title: Deadpool & Wolverine
Year: 2024
Universe: MCU
MCU Phase: Phase 5/6
Type: movie
Rated: R
Runtime: 128 minutes
Genre: Action, Adventure, Comedy
Director: Shawn Levy
Writer: Ryan Reynolds, Rhett Reese, Paul Wernick
Cast: Ryan Reynolds, Hugh Jackman, Emma Corrin
Top 5 Cast: Ryan Reynolds, Hugh Jackman, Emma Corrin, Matthew Macfadyen, Dafne Keen
Plot: Deadpool is offered a place in the Marvel Cinematic Universe by the Time Variance Authority, but instead recruits a variant of Wolverine to save his universe from extinction.
Tagline: Come together.
Keywords: hero, superhero, anti hero, mutant, breaking the fourth wall, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), mutants, superhero teamup
IMDb Rating: 7.5
Rotten Tomatoes: 77%
Metacritic: 56/100
TMDB Rating: 7.574
Box Office: 636745858
Budget: 200000000
Revenue: 1338073645
Awards: 31 wins & 71 nominations total
Collection: Deadpool Collection
Country: United States, Canada
Language: English, French, Spanish",15.0,Ryan Reynolds,7.5,5.6000000000000005,7.7,7.574
148,Agatha All Along,2024,series,TV-14,117.0,"Action, Adventure, Comedy",Unknown,Jac Schaeffer,"Kathryn Hahn, Joe Locke, Sasheer Zamata","A spell-bound Agatha Harkness regains freedom thanks to a teen's help. Intrigued by his plea, she embarks on the Witches' Road trials to reclaim her powers and discover the teen's motivations.",English,United States,Nominated for 3 Primetime Emmys. 14 wins & 42 nominations total,7.2,11.340368083089638,76.0,64.0,Phase 5/6,MCU,2020s,1,0,1,1,Documentary,8.111,2.302585092994046,0.5266,"Mary Livanos, Kathryn Hahn, Jac Schaeffer, Daniel Selon, Joe Locke",Brad Baruh,John M. Pisani,Unknown,"making of, marvel cinematic universe (mcu)",United States of America,English,0.0,0.0,Released,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Agatha All Along
Year: 2024
Universe: MCU
MCU Phase: Phase 5/6
Type: series
Rated: TV-14
Runtime: N/A minutes
Genre: Action, Adventure, Comedy
Director: N/A
Writer: Jac Schaeffer
Cast: Kathryn Hahn, Joe Locke, Sasheer Zamata
Top 5 Cast: Mary Livanos, Kathryn Hahn, Jac Schaeffer, Daniel Selon, Joe Locke
Plot: A spell-bound Agatha Harkness regains freedom thanks to a teen's help. Intrigued by his plea, she embarks on the Witches' Road trials to reclaim her powers and discover the teen's motivations.
Tagline: 
Keywords: making of, marvel cinematic universe (mcu)
IMDb Rating: 7.2
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 8.111
Box Office: N/A
Budget: 0
Revenue: 0
Awards: Nominated for 3 Primetime Emmys. 14 wins & 42 nominations total
Collection: N/A
Country: United States
Language: English",15.0,Mary Livanos,7.2,6.004166666666666,6.603846153846154,8.111
149,Your Friendly Neighborhood Spider-Man,2025,series,TV-PG,117.0,"Animation, Action, Adventure",Unknown,Unknown,"Hudson Thames, Kari Wahlgren, Eugene Byrd","The animated series follows Peter Parker on his way to becoming Spider-Man in the MCU, with a journey unlike we've ever seen and a style that celebrates the character's early comic book roots.",English,"United States, Japan",3 nominations total,7.5,9.77286620732769,76.0,64.0,Phase 5/6,MCU,2020s,0,0,1,1,"Animation, Action & Adventure, Sci-Fi & Fantasy",7.8,5.598421958998375,11.1277,Hudson Thames,Unknown,"Danielle Costa, Tim Pauer","Zach Robinson, Leo Birenberg","high school, superhero, based on comic, nostalgic, teen superhero, origin story, 3d animation, inspirational, awestruck",United States of America,English,10.0,1.0,Returning Series,Meet the new hero on the block.,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Your Friendly Neighborhood Spider-Man
Year: 2025
Universe: MCU
MCU Phase: Phase 5/6
Type: series
Rated: TV-PG
Runtime: N/A minutes
Genre: Animation, Action, Adventure
Director: N/A
Writer: N/A
Cast: Hudson Thames, Kari Wahlgren, Eugene Byrd
Top 5 Cast: Hudson Thames
Plot: The animated series follows Peter Parker on his way to becoming Spider-Man in the MCU, with a journey unlike we've ever seen and a style that celebrates the character's early comic book roots.
Tagline: Meet the new hero on the block.
Keywords: high school, superhero, based on comic, nostalgic, teen superhero, origin story, 3d animation, inspirational, awestruck
IMDb Rating: 7.5
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 7.8
Box Office: N/A
Budget: N/A
Revenue: N/A
Awards: 3 nominations total
Collection: N/A
Country: United States, Japan
Language: English",1.0,Hudson Thames,7.5,6.004166666666666,6.603846153846154,7.8
150,Captain America: Brave New World,2025,movie,PG-13,118.0,"Action, Adventure, Sci-Fi",Julius Onah,"Rob Edwards, Malcolm Spellman, Dalan Musson","Anthony Mackie, Harrison Ford, Danny Ramirez","Sam Wilson, the new Captain America, finds himself in the middle of an international incident and must discover the motive behind a nefarious global plan.","English, Spanish, Japanese","United States, Canada",2 wins & 17 nominations total,5.6,12.092556742699063,46.0,42.0,Phase 5/6,MCU,2020s,0,0,0,1,"Action, Thriller, Science Fiction",5.971,8.044626279767337,14.8546,"Anthony Mackie, Harrison Ford, Danny Ramirez, Shira Haas, Tim Blake Nelson",Julius Onah,"Kevin Feige, Nate Moore",Laura Karpman,"hero, usa president, the white house, superhero, based on comic, sequel, revenge, superhuman, summit, aftercreditsstinger",United States of America,"English, Japanese, Spanish",0.0,0.0,Released,The future favors the brave.,19.844033814509658,19.00846741441004,19.11632481468596,"Title: Captain America: Brave New World
Year: 2025
Universe: MCU
MCU Phase: Phase 5/6
Type: movie
Rated: PG-13
Runtime: 118 minutes
Genre: Action, Adventure, Sci-Fi
Director: Julius Onah
Writer: Rob Edwards, Malcolm Spellman, Dalan Musson
Cast: Anthony Mackie, Harrison Ford, Danny Ramirez
Top 5 Cast: Anthony Mackie, Harrison Ford, Danny Ramirez, Shira Haas, Tim Blake Nelson
Plot: Sam Wilson, the new Captain America, finds himself in the middle of an international incident and must discover the motive behind a nefarious global plan.
Tagline: The future favors the brave.
Keywords: hero, usa president, the white house, superhero, based on comic, sequel, revenge, superhuman, summit, aftercreditsstinger
IMDb Rating: 5.6
Rotten Tomatoes: 46%
Metacritic: 42/100
TMDB Rating: 5.971
Box Office: 200500001
Budget: 180000000
Revenue: 415101577
Awards: 2 wins & 17 nominations total
Collection: Captain America Collection
Country: United States, Canada
Language: English, Spanish, Japanese",15.0,Anthony Mackie,5.6,4.2,4.6,5.971
151,Daredevil: Born Again,2025,series,TV-MA,117.0,"Action, Crime, Drama",Unknown,"Matt Corman, Chris Ord, Dario Scardapane","Charlie Cox, Vincent D'Onofrio, Genneya Walton",Matt Murdock finds himself on a collision course with Wilson Fisk when their past identities begin to emerge.,English,United States,1 win & 7 nominations total,8.1,11.472405508165323,76.0,64.0,Phase 5/6,MCU,2020s,0,0,1,1,"Drama, Action & Adventure, Crime",8.183,6.881411303642535,45.2184,"Charlie Cox, Vincent D'Onofrio, Wilson Bethel, Deborah Ann Woll, Margarita Levieva",Unknown,David Chambers,"Taylor Stewart, Andrew Grush","mayor, sequel, superhero, based on comic, lawyer, blind, blunt, marvel cinematic universe (mcu), attorney, appreciative",United States of America,English,17.0,2.0,Returning Series,All hell breaks loose.,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Daredevil: Born Again
Year: 2025
Universe: MCU
MCU Phase: Phase 5/6
Type: series
Rated: TV-MA
Runtime: N/A minutes
Genre: Action, Crime, Drama
Director: N/A
Writer: Matt Corman, Chris Ord, Dario Scardapane
Cast: Charlie Cox, Vincent D'Onofrio, Genneya Walton
Top 5 Cast: Charlie Cox, Vincent D'Onofrio, Wilson Bethel, Deborah Ann Woll, Margarita Levieva
Plot: Matt Murdock finds himself on a collision course with Wilson Fisk when their past identities begin to emerge.
Tagline: All hell breaks loose.
Keywords: mayor, sequel, superhero, based on comic, lawyer, blind, blunt, marvel cinematic universe (mcu), attorney, appreciative
IMDb Rating: 8.1
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 8.183
Box Office: N/A
Budget: N/A
Revenue: N/A
Awards: 1 win & 7 nominations total
Collection: N/A
Country: United States
Language: English",13.0,Charlie Cox,8.1,6.004166666666666,6.603846153846154,8.183
152,Thunderbolts*,2025,movie,PG-13,127.0,"Action, Adventure, Crime",Jake Schreier,"Eric Pearson, Joanna Calo, Kurt Busiek","Florence Pugh, Sebastian Stan, Julia Louis-Dreyfus","After finding themselves ensnared in a death trap, an unconventional team of antiheroes must go on a dangerous mission that will force them to confront the darkest corners of their pasts.","English, Russian, Italian","United States, Australia, Canada",4 wins & 28 nominations total,7.1,12.523416670243158,88.0,68.0,Phase 5/6,MCU,2020s,0,0,0,1,"Action, Science Fiction, Adventure",7.3,8.182279739259018,13.6172,"Florence Pugh, Sebastian Stan, Julia Louis-Dreyfus, Lewis Pullman, David Harbour",Jake Schreier,Kevin Feige,"Ryan Lott, Rafiq Bhatia","new york city, superhero, villain, based on comic, super power, mental health, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), congressman",United States of America,"English, Italian, Russian",0.0,0.0,Released,Everyone deserves a second shot.,19.762074277368583,19.00846741441004,19.063977425636672,"Title: Thunderbolts*
Year: 2025
Universe: MCU
MCU Phase: Phase 5/6
Type: movie
Rated: PG-13
Runtime: 127 minutes
Genre: Action, Adventure, Crime
Director: Jake Schreier
Writer: Eric Pearson, Joanna Calo, Kurt Busiek
Cast: Florence Pugh, Sebastian Stan, Julia Louis-Dreyfus
Top 5 Cast: Florence Pugh, Sebastian Stan, Julia Louis-Dreyfus, Lewis Pullman, David Harbour
Plot: After finding themselves ensnared in a death trap, an unconventional team of antiheroes must go on a dangerous mission that will force them to confront the darkest corners of their pasts.
Tagline: Everyone deserves a second shot.
Keywords: new york city, superhero, villain, based on comic, super power, mental health, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), congressman
IMDb Rating: 7.1
Rotten Tomatoes: 88%
Metacritic: 68/100
TMDB Rating: 7.3
Box Office: 190274328
Budget: 180000000
Revenue: 382436917
Awards: 4 wins & 28 nominations total
Collection: N/A
Country: United States, Australia, Canada
Language: English, Russian, Italian",15.0,Florence Pugh,7.1,6.800000000000001,8.8,7.3
153,Ironheart,2025,series,TV-14,117.0,"Action, Adventure, Fantasy",Unknown,Chinaka Hodge,"Dominique Thorne, Anthony Ramos, Lyric Ross",Genius teenage inventor Riri Williams creates the most advanced suit of armor since Iron Man.,English,United States,7 nominations total,4.5,11.089438942264245,76.0,64.0,Phase 5/6,MCU,2020s,0,0,1,1,"Sci-Fi & Fantasy, Crime, Action & Adventure",5.311,6.126869184114185,8.1973,"Dominique Thorne, Lyric Ross, Manny Montana, Matthew Elam, Anji White",Unknown,"Ethan Smith, Francesca Gailes, Jacqueline J. Gailes",Dara Taylor,"based on comic, spin off, marvel cinematic universe (mcu), woman director",United States of America,German,6.0,1.0,Ended,Every dream has a cost.,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Ironheart
Year: 2025
Universe: MCU
MCU Phase: Phase 5/6
Type: series
Rated: TV-14
Runtime: 1 minutes
Genre: Action, Adventure, Fantasy
Director: N/A
Writer: Chinaka Hodge
Cast: Dominique Thorne, Anthony Ramos, Lyric Ross
Top 5 Cast: Dominique Thorne, Lyric Ross, Manny Montana, Matthew Elam, Anji White
Plot: Genius teenage inventor Riri Williams creates the most advanced suit of armor since Iron Man.
Tagline: Every dream has a cost.
Keywords: based on comic, spin off, marvel cinematic universe (mcu), woman director
IMDb Rating: 4.5
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 5.311
Box Office: N/A
Budget: N/A
Revenue: N/A
Awards: 7 nominations total
Collection: N/A
Country: United States
Language: English",12.0,Dominique Thorne,4.5,6.004166666666666,6.603846153846154,5.311
